LAUS Code,statefips,countyfips,County Name/State Abbreviation,Period,labor force,Employed,Unemployed,unemployment_rate
CN2006700000000,20,67,"Grant County, KS",20-Feb,"3,138","3,058",80,2.5
CN2006900000000,20,69,"Gray County, KS",20-Feb,"3,173","3,102",71,2.2
CN2007100000000,20,71,"Greeley County, KS",20-Feb,778,764,14,1.8
CN2007300000000,20,73,"Greenwood County, KS",20-Feb,"3,312","3,187",125,3.8
CN2007500000000,20,75,"Hamilton County, KS",20-Feb,"1,621","1,592",29,1.8
CN2007700000000,20,77,"Harper County, KS",20-Feb,"2,988","2,913",75,2.5
CN2007900000000,20,79,"Harvey County, KS",20-Feb,"17,272","16,732",540,3.1
CN2008100000000,20,81,"Haskell County, KS",20-Feb,"2,170","2,124",46,2.1
CN2008300000000,20,83,"Hodgeman County, KS",20-Feb,978,949,29,3
CN2008500000000,20,85,"Jackson County, KS",20-Feb,"7,208","6,969",239,3.3
CN2008700000000,20,87,"Jefferson County, KS",20-Feb,"10,168","9,801",367,3.6
CN2008900000000,20,89,"Jewell County, KS",20-Feb,"1,244","1,212",32,2.6
CN2009100000000,20,91,"Johnson County, KS",20-Feb,"342,010","332,840","9,170",2.7
CN2009300000000,20,93,"Kearny County, KS",20-Feb,"2,021","1,985",36,1.8
CN2009500000000,20,95,"Kingman County, KS",20-Feb,"3,462","3,353",109,3.1
CN2009700000000,20,97,"Kiowa County, KS",20-Feb,"1,267","1,238",29,2.3
CN2009900000000,20,99,"Labette County, KS",20-Feb,"9,943","9,530",413,4.2
CN2010100000000,20,101,"Lane County, KS",20-Feb,746,725,21,2.8
CN2010300000000,20,103,"Leavenworth County, KS",20-Feb,"36,966","35,575","1,391",3.8
CN2010500000000,20,105,"Lincoln County, KS",20-Feb,"1,698","1,659",39,2.3
CN2010700000000,20,107,"Linn County, KS",20-Feb,"4,525","4,208",317,7
CN2010900000000,20,109,"Logan County, KS",20-Feb,"1,616","1,580",36,2.2
CN2011100000000,20,111,"Lyon County, KS",20-Feb,"16,829","16,243",586,3.5
CN2011300000000,20,113,"McPherson County, KS",20-Feb,"17,212","16,804",408,2.4
CN2011500000000,20,115,"Marion County, KS",20-Feb,"5,920","5,765",155,2.6
CN2011700000000,20,117,"Marshall County, KS",20-Feb,"5,448","5,291",157,2.9
CN2011900000000,20,119,"Meade County, KS",20-Feb,"2,067","2,021",46,2.2
CN2012100000000,20,121,"Miami County, KS",20-Feb,"17,737","17,065",672,3.8
CN2012300000000,20,123,"Mitchell County, KS",20-Feb,"3,259","3,184",75,2.3
CN2012500000000,20,125,"Montgomery County, KS",20-Feb,"14,510","13,842",668,4.6
CN2012700000000,20,127,"Morris County, KS",20-Feb,"3,034","2,936",98,3.2
CN2012900000000,20,129,"Morton County, KS",20-Feb,"1,109","1,080",29,2.6
CN2013100000000,20,131,"Nemaha County, KS",20-Feb,"5,246","5,109",137,2.6
CN2013300000000,20,133,"Neosho County, KS",20-Feb,"6,200","5,927",273,4.4
CN2013500000000,20,135,"Ness County, KS",20-Feb,"1,312","1,278",34,2.6
CN2013700000000,20,137,"Norton County, KS",20-Feb,"2,655","2,600",55,2.1
CN2013900000000,20,139,"Osage County, KS",20-Feb,"8,015","7,700",315,3.9
CN2014100000000,20,141,"Osborne County, KS",20-Feb,"2,078","2,021",57,2.7
CN2014300000000,20,143,"Ottawa County, KS",20-Feb,"2,978","2,898",80,2.7
CN2014500000000,20,145,"Pawnee County, KS",20-Feb,"2,835","2,742",93,3.3
CN2014700000000,20,147,"Phillips County, KS",20-Feb,"2,611","2,549",62,2.4
CN2014900000000,20,149,"Pottawatomie County, KS",20-Feb,"12,704","12,321",383,3
CN2015100000000,20,151,"Pratt County, KS",20-Feb,"4,881","4,765",116,2.4
CN2015300000000,20,153,"Rawlins County, KS",20-Feb,"1,463","1,434",29,2
CN2015500000000,20,155,"Reno County, KS",20-Feb,"29,655","28,686",969,3.3
CN2015700000000,20,157,"Republic County, KS",20-Feb,"2,183","2,128",55,2.5
CN2015900000000,20,159,"Rice County, KS",20-Feb,"5,195","5,065",130,2.5
CN2016100000000,20,161,"Riley County, KS",20-Feb,"35,799","34,851",948,2.6
CN2016300000000,20,163,"Rooks County, KS",20-Feb,"2,461","2,384",77,3.1
CN2016500000000,20,165,"Rush County, KS",20-Feb,"1,614","1,571",43,2.7
CN2016700000000,20,167,"Russell County, KS",20-Feb,"3,221","3,123",98,3
CN2016900000000,20,169,"Saline County, KS",20-Feb,"30,271","29,257","1,014",3.3
CN2017100000000,20,171,"Scott County, KS",20-Feb,"2,809","2,756",53,1.9
CN2017300000000,20,173,"Sedgwick County, KS",20-Feb,"256,380","246,239","10,141",4
CN2017500000000,20,175,"Seward County, KS",20-Feb,"9,259","8,976",283,3.1
CN2017700000000,20,177,"Shawnee County, KS",20-Feb,"90,878","87,620","3,258",3.6
CN2017900000000,20,179,"Sheridan County, KS",20-Feb,"1,390","1,358",32,2.3
CN2018100000000,20,181,"Sherman County, KS",20-Feb,"2,760","2,680",80,2.9
CN2018300000000,20,183,"Smith County, KS",20-Feb,"1,961","1,906",55,2.8
CN2018500000000,20,185,"Stafford County, KS",20-Feb,"2,035","1,974",61,3
CN2018700000000,20,187,"Stanton County, KS",20-Feb,967,940,27,2.8
CN2018900000000,20,189,"Stevens County, KS",20-Feb,"2,478","2,401",77,3.1
CN2019100000000,20,191,"Sumner County, KS",20-Feb,"11,068","10,671",397,3.6
CN2019300000000,20,193,"Thomas County, KS",20-Feb,"4,267","4,180",87,2
CN2019500000000,20,195,"Trego County, KS",20-Feb,"1,419","1,374",45,3.2
CN2019700000000,20,197,"Wabaunsee County, KS",20-Feb,"3,665","3,522",143,3.9
CN2019900000000,20,199,"Wallace County, KS",20-Feb,782,762,20,2.6
CN2020100000000,20,201,"Washington County, KS",20-Feb,"2,893","2,813",80,2.8
CN2020300000000,20,203,"Wichita County, KS",20-Feb,"1,183","1,162",21,1.8
CN2020500000000,20,205,"Wilson County, KS",20-Feb,"3,991","3,811",180,4.5
CN2020700000000,20,207,"Woodson County, KS",20-Feb,"1,575","1,516",59,3.7
CN2020900000000,20,209,"Wyandotte County, KS",20-Feb,"78,140","74,664","3,476",4.4
CN2100100000000,21,1,"Adair County, KY",20-Feb,"7,203","6,786",417,5.8
CN2100300000000,21,3,"Allen County, KY",20-Feb,"8,998","8,645",353,3.9
CN2100500000000,21,5,"Anderson County, KY",20-Feb,"12,280","11,798",482,3.9
CN2100700000000,21,7,"Ballard County, KY",20-Feb,"3,509","3,305",204,5.8
CN2100900000000,21,9,"Barren County, KY",20-Feb,"18,826","17,935",891,4.7
CN2101100000000,21,11,"Bath County, KY",20-Feb,"4,651","4,272",379,8.1
CN2101300000000,21,13,"Bell County, KY",20-Feb,"8,526","7,919",607,7.1
CN2101500000000,21,15,"Boone County, KY",20-Feb,"71,109","68,686","2,423",3.4
CN2101700000000,21,17,"Bourbon County, KY",20-Feb,"9,508","9,123",385,4
CN2101900000000,21,19,"Boyd County, KY",20-Feb,"18,023","16,922","1,101",6.1
CN2102100000000,21,21,"Boyle County, KY",20-Feb,"12,428","11,877",551,4.4
CN2102300000000,21,23,"Bracken County, KY",20-Feb,"3,873","3,640",233,6
CN2102500000000,21,25,"Breathitt County, KY",20-Feb,"3,492","3,128",364,10.4
CN2102700000000,21,27,"Breckinridge County, KY",20-Feb,"7,931","7,440",491,6.2
CN2102900000000,21,29,"Bullitt County, KY",20-Feb,"43,178","41,471","1,707",4
CN2103100000000,21,31,"Butler County, KY",20-Feb,"5,230","4,951",279,5.3
CN2103300000000,21,33,"Caldwell County, KY",20-Feb,"5,504","5,217",287,5.2
CN2103500000000,21,35,"Calloway County, KY",20-Feb,"19,133","18,133","1,000",5.2
CN2103700000000,21,37,"Campbell County, KY",20-Feb,"50,967","49,199","1,768",3.5
CN2103900000000,21,39,"Carlisle County, KY",20-Feb,"2,298","2,200",98,4.3
CN2104100000000,21,41,"Carroll County, KY",20-Feb,"5,221","4,998",223,4.3
CN2104300000000,21,43,"Carter County, KY",20-Feb,"9,928","9,053",875,8.8
CN2104500000000,21,45,"Casey County, KY",20-Feb,"6,686","6,403",283,4.2
CN2104700000000,21,47,"Christian County, KY",20-Feb,"25,598","24,206","1,392",5.4
CN2104900000000,21,49,"Clark County, KY",20-Feb,"17,167","16,436",731,4.3
CN2105100000000,21,51,"Clay County, KY",20-Feb,"5,187","4,824",363,7
CN2105300000000,21,53,"Clinton County, KY",20-Feb,"4,016","3,783",233,5.8
CN2105500000000,21,55,"Crittenden County, KY",20-Feb,"3,840","3,657",183,4.8
CN2105700000000,21,57,"Cumberland County, KY",20-Feb,"3,198","3,023",175,5.5
CN2105900000000,21,59,"Daviess County, KY",20-Feb,"47,758","45,857","1,901",4
CN2106100000000,21,61,"Edmonson County, KY",20-Feb,"4,886","4,632",254,5.2
CN2106300000000,21,63,"Elliott County, KY",20-Feb,"2,113","1,883",230,10.9
CN2106500000000,21,65,"Estill County, KY",20-Feb,"5,474","5,161",313,5.7
CN2106700000000,21,67,"Fayette County, KY",20-Feb,"173,810","168,375","5,435",3.1
CN2106900000000,21,69,"Fleming County, KY",20-Feb,"6,129","5,736",393,6.4
CN2107100000000,21,71,"Floyd County, KY",20-Feb,"11,064","10,232",832,7.5
CN2107300000000,21,73,"Franklin County, KY",20-Feb,"25,661","24,735",926,3.6
CN2107500000000,21,75,"Fulton County, KY",20-Feb,"2,023","1,928",95,4.7
CN2107700000000,21,77,"Gallatin County, KY",20-Feb,"4,072","3,910",162,4
CN2107900000000,21,79,"Garrard County, KY",20-Feb,"7,650","7,290",360,4.7
CN2108100000000,21,81,"Grant County, KY",20-Feb,"11,799","11,260",539,4.6
CN2108300000000,21,83,"Graves County, KY",20-Feb,"15,733","14,994",739,4.7
CN2108500000000,21,85,"Grayson County, KY",20-Feb,"11,131","10,530",601,5.4
CN2108700000000,21,87,"Green County, KY",20-Feb,"5,073","4,859",214,4.2
CN2108900000000,21,89,"Greenup County, KY",20-Feb,"13,628","12,571","1,057",7.8
CN2109100000000,21,91,"Hancock County, KY",20-Feb,"3,980","3,847",133,3.3
CN2109300000000,21,93,"Hardin County, KY",20-Feb,"49,322","47,268","2,054",4.2
CN2109500000000,21,95,"Harlan County, KY",20-Feb,"6,762","5,961",801,11.8
CN2109700000000,21,97,"Harrison County, KY",20-Feb,"8,831","8,463",368,4.2
CN2109900000000,21,99,"Hart County, KY",20-Feb,"8,036","7,525",511,6.4
CN2110100000000,21,101,"Henderson County, KY",20-Feb,"22,098","21,255",843,3.8
CN2110300000000,21,103,"Henry County, KY",20-Feb,"8,247","7,950",297,3.6
CN2110500000000,21,105,"Hickman County, KY",20-Feb,"1,709","1,622",87,5.1
CN2110700000000,21,107,"Hopkins County, KY",20-Feb,"18,412","17,539",873,4.7
CN2110900000000,21,109,"Jackson County, KY",20-Feb,"4,096","3,821",275,6.7
CN2111100000000,21,111,"Jefferson County, KY",20-Feb,"403,530","388,684","14,846",3.7
CN2111300000000,21,113,"Jessamine County, KY",20-Feb,"26,446","25,532",914,3.5
CN2111500000000,21,115,"Johnson County, KY",20-Feb,"6,734","6,246",488,7.2
CN2111700000000,21,117,"Kenton County, KY",20-Feb,"88,041","84,904","3,137",3.6
CN2111900000000,21,119,"Knott County, KY",20-Feb,"4,464","4,132",332,7.4
CN2112100000000,21,121,"Knox County, KY",20-Feb,"9,879","9,338",541,5.5
CN2112300000000,21,123,"Larue County, KY",20-Feb,"6,040","5,754",286,4.7
CN2112500000000,21,125,"Laurel County, KY",20-Feb,"24,641","23,461","1,180",4.8
CN2112700000000,21,127,"Lawrence County, KY",20-Feb,"5,275","4,846",429,8.1
CN2112900000000,21,129,"Lee County, KY",20-Feb,"2,120","1,987",133,6.3
CN2113100000000,21,131,"Leslie County, KY",20-Feb,"2,760","2,455",305,11.1
CN2113300000000,21,133,"Letcher County, KY",20-Feb,"6,486","5,900",586,9
CN2113500000000,21,135,"Lewis County, KY",20-Feb,"4,726","4,219",507,10.7
CN2113700000000,21,137,"Lincoln County, KY",20-Feb,"9,234","8,768",466,5
CN2113900000000,21,139,"Livingston County, KY",20-Feb,"3,672","3,438",234,6.4
CN2114100000000,21,141,"Logan County, KY",20-Feb,"12,636","12,122",514,4.1
CN2114300000000,21,143,"Lyon County, KY",20-Feb,"3,031","2,890",141,4.7
CN2114500000000,21,145,"McCracken County, KY",20-Feb,"29,289","27,799","1,490",5.1
CN2114700000000,21,147,"McCreary County, KY",20-Feb,"4,665","4,358",307,6.6
CN2114900000000,21,149,"McLean County, KY",20-Feb,"4,201","4,018",183,4.4
CN2115100000000,21,151,"Madison County, KY",20-Feb,"47,570","45,804","1,766",3.7
CN2115300000000,21,153,"Magoffin County, KY",20-Feb,"3,443","2,887",556,16.1
CN2115500000000,21,155,"Marion County, KY",20-Feb,"9,670","9,342",328,3.4
CN2115700000000,21,157,"Marshall County, KY",20-Feb,"15,180","14,392",788,5.2
CN2115900000000,21,159,"Martin County, KY",20-Feb,"2,833","2,566",267,9.4
CN2116100000000,21,161,"Mason County, KY",20-Feb,"7,008","6,587",421,6
CN2116300000000,21,163,"Meade County, KY",20-Feb,"12,344","11,739",605,4.9
CN2116500000000,21,165,"Menifee County, KY",20-Feb,"2,355","2,137",218,9.3
CN2116700000000,21,167,"Mercer County, KY",20-Feb,"9,991","9,508",483,4.8
CN2116900000000,21,169,"Metcalfe County, KY",20-Feb,"4,086","3,876",210,5.1
CN2117100000000,21,171,"Monroe County, KY",20-Feb,"4,712","4,487",225,4.8
CN2117300000000,21,173,"Montgomery County, KY",20-Feb,"11,640","10,966",674,5.8
CN2117500000000,21,175,"Morgan County, KY",20-Feb,"4,638","4,328",310,6.7
CN2117700000000,21,177,"Muhlenberg County, KY",20-Feb,"10,491","9,740",751,7.2
CN2117900000000,21,179,"Nelson County, KY",20-Feb,"23,322","22,310","1,012",4.3
CN2118100000000,21,181,"Nicholas County, KY",20-Feb,"3,320","3,150",170,5.1
CN2118300000000,21,183,"Ohio County, KY",20-Feb,"9,901","9,302",599,6
CN2118500000000,21,185,"Oldham County, KY",20-Feb,"33,524","32,545",979,2.9
CN2118700000000,21,187,"Owen County, KY",20-Feb,"5,071","4,851",220,4.3
CN2118900000000,21,189,"Owsley County, KY",20-Feb,"1,145","1,062",83,7.2
CN2119100000000,21,191,"Pendleton County, KY",20-Feb,"7,057","6,741",316,4.5
CN2119300000000,21,193,"Perry County, KY",20-Feb,"8,379","7,721",658,7.9
CN2119500000000,21,195,"Pike County, KY",20-Feb,"19,940","18,541","1,399",7
CN2119700000000,21,197,"Powell County, KY",20-Feb,"5,025","4,688",337,6.7
CN2119900000000,21,199,"Pulaski County, KY",20-Feb,"26,787","25,493","1,294",4.8
CN2120100000000,21,201,"Robertson County, KY",20-Feb,822,775,47,5.7
CN2120300000000,21,203,"Rockcastle County, KY",20-Feb,"6,749","6,402",347,5.1
CN2120500000000,21,205,"Rowan County, KY",20-Feb,"10,623","10,019",604,5.7
CN2120700000000,21,207,"Russell County, KY",20-Feb,"6,221","5,861",360,5.8
CN2120900000000,21,209,"Scott County, KY",20-Feb,"28,922","27,952",970,3.4
CN2121100000000,21,211,"Shelby County, KY",20-Feb,"25,553","24,771",782,3.1
CN2121300000000,21,213,"Simpson County, KY",20-Feb,"8,855","8,466",389,4.4
CN2121500000000,21,215,"Spencer County, KY",20-Feb,"10,303","9,956",347,3.4
CN2121700000000,21,217,"Taylor County, KY",20-Feb,"12,655","12,138",517,4.1
CN2121900000000,21,219,"Todd County, KY",20-Feb,"5,497","5,267",230,4.2
CN2122100000000,21,221,"Trigg County, KY",20-Feb,"6,141","5,813",328,5.3
CN2122300000000,21,223,"Trimble County, KY",20-Feb,"3,894","3,729",165,4.2
CN2122500000000,21,225,"Union County, KY",20-Feb,"6,118","5,839",279,4.6
CN2122700000000,21,227,"Warren County, KY",20-Feb,"65,748","63,301","2,447",3.7
CN2122900000000,21,229,"Washington County, KY",20-Feb,"6,250","6,020",230,3.7
CN2123100000000,21,231,"Wayne County, KY",20-Feb,"7,371","6,954",417,5.7
CN2123300000000,21,233,"Webster County, KY",20-Feb,"5,538","5,276",262,4.7
CN2123500000000,21,235,"Whitley County, KY",20-Feb,"13,665","12,986",679,5
CN2123700000000,21,237,"Wolfe County, KY",20-Feb,"2,024","1,857",167,8.3
CN2123900000000,21,239,"Woodford County, KY",20-Feb,"14,554","14,079",475,3.3
CN2200100000000,22,1,"Acadia Parish, LA",20-Feb,"23,574","22,483","1,091",4.6
CN2200300000000,22,3,"Allen Parish, LA",20-Feb,"8,924","8,425",499,5.6
CN2200500000000,22,5,"Ascension Parish, LA",20-Feb,"64,725","62,402","2,323",3.6
CN2200700000000,22,7,"Assumption Parish, LA",20-Feb,"8,869","8,366",503,5.7
CN2200900000000,22,9,"Avoyelles Parish, LA",20-Feb,"14,913","14,132",781,5.2
CN2201100000000,22,11,"Beauregard Parish, LA",20-Feb,"14,582","13,874",708,4.9
CN2201300000000,22,13,"Bienville Parish, LA",20-Feb,"5,514","5,197",317,5.7
CN2201500000000,22,15,"Bossier Parish, LA",20-Feb,"57,407","55,279","2,128",3.7
CN2201700000000,22,17,"Caddo Parish, LA",20-Feb,"103,033","98,110","4,923",4.8
CN2201900000000,22,19,"Calcasieu Parish, LA",20-Feb,"103,480","99,332","4,148",4
CN2202100000000,22,21,"Caldwell Parish, LA",20-Feb,"3,761","3,510",251,6.7
CN2202300000000,22,23,"Cameron Parish, LA",20-Feb,"3,841","3,697",144,3.7
CN2202500000000,22,25,"Catahoula Parish, LA",20-Feb,"3,357","3,171",186,5.5
CN2202700000000,22,27,"Claiborne Parish, LA",20-Feb,"5,854","5,508",346,5.9
CN2202900000000,22,29,"Concordia Parish, LA",20-Feb,"7,090","6,648",442,6.2
CN2203100000000,22,31,"De Soto Parish, LA",20-Feb,"10,842","10,230",612,5.6
CN2203300000000,22,33,"East Baton Rouge Parish, LA",20-Feb,"232,932","224,223","8,709",3.7
CN2203500000000,22,35,"East Carroll Parish, LA",20-Feb,"1,866","1,655",211,11.3
CN2203700000000,22,37,"East Feliciana Parish, LA",20-Feb,"8,030","7,726",304,3.8
CN2203900000000,22,39,"Evangeline Parish, LA",20-Feb,"11,639","11,038",601,5.2
CN2204100000000,22,41,"Franklin Parish, LA",20-Feb,"7,300","6,803",497,6.8
CN2204300000000,22,43,"Grant Parish, LA",20-Feb,"8,150","7,706",444,5.4
CN2204500000000,22,45,"Iberia Parish, LA",20-Feb,"27,889","26,431","1,458",5.2
CN2204700000000,22,47,"Iberville Parish, LA",20-Feb,"14,225","13,446",779,5.5
CN2204900000000,22,49,"Jackson Parish, LA",20-Feb,"6,823","6,515",308,4.5
CN2205100000000,22,51,"Jefferson Parish, LA",20-Feb,"215,129","207,311","7,818",3.6
CN2205300000000,22,53,"Jefferson Davis Parish, LA",20-Feb,"13,044","12,489",555,4.3
CN2205500000000,22,55,"Lafayette Parish, LA",20-Feb,"112,611","108,221","4,390",3.9
CN2205700000000,22,57,"Lafourche Parish, LA",20-Feb,"41,727","40,139","1,588",3.8
CN2205900000000,22,59,"LaSalle Parish, LA",20-Feb,"6,754","6,503",251,3.7
CN2206100000000,22,61,"Lincoln Parish, LA",20-Feb,"22,095","21,170",925,4.2
CN2206300000000,22,63,"Livingston Parish, LA",20-Feb,"69,409","67,015","2,394",3.4
CN2206500000000,22,65,"Madison Parish, LA",20-Feb,"3,445","3,196",249,7.2
CN2206700000000,22,67,"Morehouse Parish, LA",20-Feb,"10,082","9,201",881,8.7
CN2206900000000,22,69,"Natchitoches Parish, LA",20-Feb,"16,482","15,705",777,4.7
CN2207100000000,22,71,"Orleans Parish, LA",20-Feb,"179,631","172,117","7,514",4.2
CN2207300000000,22,73,"Ouachita Parish, LA",20-Feb,"70,222","66,784","3,438",4.9
CN2207500000000,22,75,"Plaquemines Parish, LA",20-Feb,"10,093","9,731",362,3.6
CN2207700000000,22,77,"Pointe Coupee Parish, LA",20-Feb,"9,924","9,478",446,4.5
CN2207900000000,22,79,"Rapides Parish, LA",20-Feb,"54,814","52,398","2,416",4.4
CN2208100000000,22,81,"Red River Parish, LA",20-Feb,"3,735","3,542",193,5.2
CN2208300000000,22,83,"Richland Parish, LA",20-Feb,"8,133","7,605",528,6.5
CN2208500000000,22,85,"Sabine Parish, LA",20-Feb,"9,075","8,676",399,4.4
CN2208700000000,22,87,"St. Bernard Parish, LA",20-Feb,"19,971","19,082",889,4.5
CN2208900000000,22,89,"St. Charles Parish, LA",20-Feb,"25,300","24,351",949,3.8
CN2209100000000,22,91,"St. Helena Parish, LA",20-Feb,"4,307","4,078",229,5.3
CN2209300000000,22,93,"St. James Parish, LA",20-Feb,"9,311","8,796",515,5.5
CN2209500000000,22,95,"St. John the Baptist Parish, LA",20-Feb,"19,800","18,793","1,007",5.1
CN2209700000000,22,97,"St. Landry Parish, LA",20-Feb,"31,700","29,870","1,830",5.8
CN2209900000000,22,99,"St. Martin Parish, LA",20-Feb,"22,025","21,002","1,023",4.6
CN2210100000000,22,101,"St. Mary Parish, LA",20-Feb,"19,607","18,587","1,020",5.2
CN2210300000000,22,103,"St. Tammany Parish, LA",20-Feb,"119,820","115,612","4,208",3.5
CN2210500000000,22,105,"Tangipahoa Parish, LA",20-Feb,"54,463","51,887","2,576",4.7
CN2210700000000,22,107,"Tensas Parish, LA",20-Feb,"1,361","1,241",120,8.8
CN2210900000000,22,109,"Terrebonne Parish, LA",20-Feb,"46,027","44,184","1,843",4
CN2211100000000,22,111,"Union Parish, LA",20-Feb,"9,123","8,619",504,5.5
CN2211300000000,22,113,"Vermilion Parish, LA",20-Feb,"23,807","22,729","1,078",4.5
CN2211500000000,22,115,"Vernon Parish, LA",20-Feb,"16,129","15,142",987,6.1
CN2211700000000,22,117,"Washington Parish, LA",20-Feb,"16,680","15,841",839,5
CN2211900000000,22,119,"Webster Parish, LA",20-Feb,"14,470","13,647",823,5.7
CN2212100000000,22,121,"West Baton Rouge Parish, LA",20-Feb,"13,786","13,262",524,3.8
CN2212300000000,22,123,"West Carroll Parish, LA",20-Feb,"3,591","3,167",424,11.8
CN2212500000000,22,125,"West Feliciana Parish, LA",20-Feb,"5,443","5,243",200,3.7
CN2212700000000,22,127,"Winn Parish, LA",20-Feb,"4,831","4,543",288,6
CN2300100000000,23,1,"Androscoggin County, ME",20-Feb,"55,457","53,347","2,110",3.8
CN2300300000000,23,3,"Aroostook County, ME",20-Feb,"30,516","28,642","1,874",6.1
CN2300500000000,23,5,"Cumberland County, ME",20-Feb,"162,457","157,603","4,854",3
CN2300700000000,23,7,"Franklin County, ME",20-Feb,"14,438","13,752",686,4.8
CN2300900000000,23,9,"Hancock County, ME",20-Feb,"27,407","25,553","1,854",6.8
CN2301100000000,23,11,"Kennebec County, ME",20-Feb,"61,905","59,425","2,480",4
CN2301300000000,23,13,"Knox County, ME",20-Feb,"19,683","18,731",952,4.8
